"POLITICO";"SOBRENOME";"NOME_MINUSCULA";"NOME_CASA_MINUSCULA";"NOME_CASA";"PARTIDO";"UF";"ID";"ANO_MANDATO";"LEGISLATURA";"URL_FOTO"
"WALTER FELDMAN";"FELDMAN";"walter feldman";"walter feldman";"WALTER FELDMAN";"PSDB";"SP";1702;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108872"
"WALTER IHOSHI";"IHOSHI";"walter ihoshi";"walter ihoshi";"WALTER IHOSHI";"PSD";"SP";1956;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160434"
"WALTER TOSTA";"TOSTA";"walter tosta";"walter tosta";"WALTER TOSTA";"PSD";"MG";2275;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189090"
"WANDENKOLK GONÇALVES";"GONÇALVES";"wandenkolk gonçalves";"wandenkolk goncalves";"WANDENKOLK GONCALVES";"PSDB";"PA";1957;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=160663"
"WASHINGTON REIS";"REIS";"washington reis";"washington reis";"WASHINGTON REIS";"PMDB";"RJ";2331;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189135"
"WELITON PRADO";"PRADO";"weliton prado";"weliton prado";"WELITON PRADO";"PT";"MG";2233;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189205"
"WELLINGTON FAGUNDES";"FAGUNDES";"wellington fagundes";"wellington fagundes";"WELLINGTON FAGUNDES";"PR";"MT";786;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98614"
"WELLINGTON ROBERTO";"ROBERTO";"wellington roberto";"wellington roberto";"WELLINGTON ROBERTO";"PR";"PB";1703;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=109803"
"WEVERTON ROCHA";"ROCHA";"weverton rocha";"weverton rocha";"WEVERTON ROCHA";"PDT";"MA";2467;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193504"
"WILLIAM DIB";"DIB";"william dib";"william dib";"WILLIAM DIB";"PSDB";"SP";2254;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189188"
"WILSON FILHO";"FILHO";"wilson filho";"wilson filho";"WILSON FILHO";"PMDB";"PB";2366;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189208"
"WLADIMIR COSTA";"COSTA";"wladimir costa";"wladimir costa";"WLADIMIR COSTA";"PMDB";"PA";1705;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108764"
"WOLNEY QUEIROZ";"QUEIROZ";"wolney queiroz";"wolney queiroz";"WOLNEY QUEIROZ";"PDT";"PE";1198;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=98647"
"ZE CARLOS DA PESCA";"DA PESCA";"ze carlos da pesca";"ze carlos da pesca";"ZE CARLOS DA PESCA";"PP";"BA";2477;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=193615"
"ZÉ GERALDO";"GERALDO";"zé geraldo";"ze geraldo";"ZE GERALDO";"PT";"PA";1706;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108927"
"ZÉ SILVA";"SILVA";"zé silva";"ze silva";"ZE SILVA";"PDT";"MG";2231;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189086"
"ZÉ VIEIRA";"VIEIRA";"zé vieira";"ze vieira";"ZE VIEIRA";"PR";"MA";1999;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=184244"
"ZECA DIRCEU";"DIRCEU";"zeca dirceu";"zeca dirceu";"ZECA DIRCEU";"PT";"PR";2238;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189118"
"ZENALDO COUTINHO";"COUTINHO";"zenaldo coutinho";"zenaldo coutinho";"ZENALDO COUTINHO";"PSDB";"PA";1284;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=100058"
"ZEQUINHA MARINHO";"MARINHO";"zequinha marinho";"zequinha marinho";"ZEQUINHA MARINHO";"PSC";"PA";1709;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=107501"
"ZEZÉU RIBEIRO";"RIBEIRO";"zezéu ribeiro";"zezeu ribeiro";"ZEZEU RIBEIRO";"PT";"BA";1710;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=109045"
"ZOINHO";;"zoinho";"zoinho";"ZOINHO";"PR";"RJ";2361;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=189129"
"ZONTA";;"zonta";"zonta";"ZONTA";"PP";"SC";1712;2011;54;"http://www2.camara.gov.br/deputados/pesquisa/ws_layouts_deputados_fotoBiograf?id=108510"
"ACÁCIO JÚNIOR";"JÚNIOR";"acácio júnior";"acacio junior";"ACACIO JUNIOR";"PSB     ";"CE";2034;2007;53;
"ACÉLIO CASAGRANDE";"CASAGRANDE";"acélio casagrande";"acelio casagrande";"ACELIO CASAGRANDE";"PMDB    ";"SC";1975;2007;53;
"ADÃO PRETTO";"PRETTO";"adão pretto";"adao pretto";"ADAO PRETTO";"PT      ";"RS";846;2007;53;
"AFFONSO CAMARGO";"CAMARGO";"affonso camargo";"affonso camargo";"AFFONSO CAMARGO";"PSDB    ";"PR";945;2007;53;
"AGNALDO MUNIZ";"MUNIZ";"agnaldo muniz";"agnaldo muniz";"AGNALDO MUNIZ";"PSC     ";"RO";1288;2007;53;
"AIRTON ROVEDA";"ROVEDA";"airton roveda";"airton roveda";"AIRTON ROVEDA";"PR      ";"PR";1434;2007;53;
"ALBANO FRANCO";"FRANCO";"albano franco";"albano franco";"ALBANO FRANCO";"PSDB    ";"SE";1774;2007;53;
"ALBÉRICO FILHO";"FILHO";"albérico filho";"alberico filho";"ALBERICO FILHO";"PMDB    ";"MA";58;2007;53;
"ALBERTO FRAGA";"FRAGA";"alberto fraga";"alberto fraga";"ALBERTO FRAGA";"DEM     ";"DF";1472;2007;53;
"ALBERTO SILVA";"SILVA";"alberto silva";"alberto silva";"ALBERTO SILVA";"PMDB    ";"PI";948;2007;53;
"ALCENI GUERRA";"GUERRA";"alceni guerra";"alceni guerra";"ALCENI GUERRA";"DEM     ";"PR";393;2007;53;
"ALESSANDRO SABINO";"SABINO";"alessandro sabino";"alessandro sabino";"ALESSANDRO SABINO";"PMDB    ";"AP";1989;2007;53;
"ANDRÉ DE PAULA";"PAULA";"andré de paula";"andre de paula";"ANDRE DE PAULA";"DEM     ";"PE";1322;2007;53;
"ANDRE MONTORO";"MONTORO";"andre montoro";"andre montoro";"ANDRE MONTORO";"PSDB    ";"SP";2022;2007;53;
"ANGELA AMIN";"AMIN";"angela amin";"angela amin";"ANGELA AMIN";"PP      ";"SC";835;2007;53;
"ANGELA PORTELA";"PORTELA";"angela portela";"angela portela";"ANGELA PORTELA";"PT      ";"RR";1780;2007;53;
"ANN PONTES";"PONTES";"ann pontes";"ann pontes";"ANN PONTES";"PMDB    ";"PA";1537;2007;53;
"ANSELMO DE JESUS";"JESUS";"anselmo de jesus";"anselmo de jesus";"ANSELMO DE JESUS";"PT      ";"RO";1538;2007;53;
"ANTONIO CARLOS";"CARLOS";"antonio carlos";"antonio carlos";"ANTONIO CARLOS";"PSDB    ";"MG";2025;2007;53;
"ANTONIO CARLOS BISCAIA";"BISCAIA";"antonio carlos biscaia";"antonio carlos biscaia";"ANTONIO CARLOS BISCAIA";"PT      ";"RJ";1462;2007;53;
"ANTONIO CARLOS CHAMARIZ";"CHAMARIZ";"antonio carlos chamariz";"antonio carlos chamariz";"ANTONIO CARLOS CHAMARIZ";"PTB     ";"AL";1997;2007;53;
"ANTONIO CARLOS PANNUNZIO";"PANNUNZIO";"antonio carlos pannunzio";"antonio carlos pannunzio";"ANTONIO CARLOS PANNUNZIO";"PSDB    ";"SP";961;2007;53;
"ANTONIO CRUZ";"CRUZ";"antonio cruz";"antonio cruz";"ANTONIO CRUZ";"PP      ";"MS";1516;2007;53;
"ANTONIO FEIJÃO";"FEIJÃO";"antonio feijão";"antonio feijao";"ANTONIO FEIJAO";"PTC     ";"AP";964;2007;53;
"ANTONIO JOSÉ MEDEIROS";"JOSÉ MEDEIROS";"antonio josé medeiros";"antonio jose medeiros";"ANTONIO JOSE MEDEIROS";"PT      ";"PI";1783;2007;53;
"ANTONIO PALOCCI";"PALOCCI";"antonio palocci";"antonio palocci";"ANTONIO PALOCCI";"PT      ";"SP";1393;2007;53;
"ARMANDO MONTEIRO";"MONTEIRO";"armando monteiro";"armando monteiro";"ARMANDO MONTEIRO";"PTB     ";"PE";1323;2007;53;
"ARNALDO MADEIRA";"MADEIRA";"arnaldo madeira";"arnaldo madeira";"ARNALDO MADEIRA";"PSDB    ";"SP";1202;2007;53;
"ARNALDO VIANNA";"VIANNA";"arnaldo vianna";"arnaldo vianna";"ARNALDO VIANNA";"PDT     ";"RJ";1785;2007;53;
"AUGUSTO FARIAS";"FARIAS";"augusto farias";"augusto farias";"AUGUSTO FARIAS";"PTB     ";"AL";658;2007;53;
"AYRTON XEREZ";"XEREZ";"ayrton xerez";"ayrton xerez";"AYRTON XEREZ";"DEM     ";"RJ";1221;2007;53;
"B. SÁ";"SÁ";"b. sá";"b. sa";"B. SA";"PSB     ";"PI";629;2007;53;
"BARBOSA NETO";"NETO";"barbosa neto";"barbosa neto";"BARBOSA NETO";"PDT     ";"PR";1787;2007;53;
"BEL MESQUITA";"MESQUITA";"bel mesquita";"bel mesquita";"BEL MESQUITA";"PMDB    ";"PA";1788;2007;53;
"BENE CAMACHO";"CAMACHO";"bene camacho";"bene camacho";"BENE CAMACHO";"PTB     ";"MA";2012;2007;53;
"BENEDITO DE LIRA";"DE LIRA";"benedito de lira";"benedito de lira";"BENEDITO DE LIRA";"PP      ";"AL";979;2007;53;
"BERNARDO ARISTON";"ARISTON";"bernardo ariston";"bernardo ariston";"BERNARDO ARISTON";"PMDB    ";"RJ";1546;2007;53;
"BISPO GÊ TENUTA";"GÊ TENUTA";"bispo gê tenuta";"bispo ge tenuta";"BISPO GE TENUTA";"DEM     ";"SP";1972;2007;53;
"BRUNO RODRIGUES";"RODRIGUES";"bruno rodrigues";"bruno rodrigues";"BRUNO RODRIGUES";"PSDB    ";"PE";1792;2007;53;
"CAPITÃO ASSUMÇÃO";"ASSUMÇÃO";"capitão assumção";"capitao assumcao";"CAPITAO ASSUMCAO";"PSB     ";"ES";1998;2007;53;
"CARLITO MERSS";"MERSS";"carlito merss";"carlito merss";"CARLITO MERSS";"PT      ";"SC";1443;2007;53;
"CARLOS ABICALIL";"ABICALIL";"carlos abicalil";"carlos abicalil";"CARLOS ABICALIL";"PT      ";"MT";1550;2007;53;
"CARLOS ALBERTO";"ALBERTO";"carlos alberto";"carlos alberto";"CARLOS ALBERTO";"DEM     ";"MG";2019;2007;53;
"CARLOS ALBERTO CANUTO";"CANUTO";"carlos alberto canuto";"carlos alberto canuto";"CARLOS ALBERTO CANUTO";"PSC     ";"AL";1795;2007;53;
"CARLOS SANTANA";"SANTANA";"carlos santana";"carlos santana";"CARLOS SANTANA";"PT      ";"RJ";728;2007;53;
"CARLOS WILLIAN";"WILLIAN";"carlos willian";"carlos willian";"CARLOS WILLIAN";"PTC     ";"MG";1554;2007;53;
"CARLOS WILSON";"WILSON";"carlos wilson";"carlos wilson";"CARLOS WILSON";"PT      ";"PE";1964;2007;53;
"CASSIO TANIGUCHI";"TANIGUCHI";"cassio taniguchi";"cassio taniguchi";"CASSIO TANIGUCHI";"DEM     ";"PR";1797;2007;53;
"CELCITA PINHEIRO";"PINHEIRO";"celcita pinheiro";"celcita pinheiro";"CELCITA PINHEIRO";"DEM     ";"MT";1417;2007;53;
"CELSO RUSSOMANNO";"RUSSOMANNO";"celso russomanno";"celso russomanno";"CELSO RUSSOMANNO";"PP      ";"SP";993;2007;53;
"CEZAR SCHIRMER";"SCHIRMER";"cezar schirmer";"cezar schirmer";"CEZAR SCHIRMER";"PMDB    ";"RS";1452;2007;53;
"CHARLES COZZOLINO";"COZZOLINO";"charles cozzolino";"charles cozzolino";"CHARLES COZZOLINO";"PTB     ";"RJ";2013;2007;53;
"CHARLES LUCENA";"LUCENA";"charles lucena";"charles lucena";"CHARLES LUCENA";"PTB     ";"PE";1769;2007;53;
"CHICO ABREU";"ABREU";"chico abreu";"chico abreu";"CHICO ABREU";"PR      ";"GO";1978;2007;53;
"CHICO DA PRINCESA";"PRINCESA";"chico da princesa";"chico da princesa";"CHICO DA PRINCESA";"PR      ";"PR";1208;2007;53;
"CHICO DALTRO";"DALTRO";"chico daltro";"chico daltro";"CHICO DALTRO";"PP      ";"MT";2014;2007;53;
"CHICO NETO";"NETO";"chico neto";"chico neto";"CHICO NETO";"PSDB    ";"PA";2028;2007;53;
"CIDA DIOGO";"DIOGO";"cida diogo";"cida diogo";"CIDA DIOGO";"PT      ";"RJ";1801;2007;53;
"CIRO GOMES";"GOMES";"ciro gomes";"ciro gomes";"CIRO GOMES";"PSB     ";"CE";1802;2007;53;
"CIRO NOGUEIRA";"NOGUEIRA";"ciro nogueira";"ciro nogueira";"CIRO NOGUEIRA";"PP      ";"PI";1201;2007;53;
"CIRO PEDROSA";"PEDROSA";"ciro pedrosa";"ciro pedrosa";"CIRO PEDROSA";"PV      ";"MG";1803;2007;53;
"CLÁUDIO DIAZ";"DIAZ";"cláudio diaz";"claudio diaz";"CLAUDIO DIAZ";"PSDB    ";"RS";1765;2007;53;
"CLÁUDIO MAGRÃO";"MAGRÃO";"cláudio magrão";"claudio magrao";"CLAUDIO MAGRAO";"PPS     ";"SP";1558;2007;53;
"CLODOVIL HERNANDES";"HERNANDES";"clodovil hernandes";"clodovil hernandes";"CLODOVIL HERNANDES";"PR      ";"SP";1805;2007;53;
"CLÓVIS FECURY";"FECURY";"clóvis fecury";"clovis fecury";"CLOVIS FECURY";"DEM     ";"MA";1559;2007;53;
"COLBERT MARTINS";"MARTINS";"colbert martins";"colbert martins";"COLBERT MARTINS";"PMDB    ";"BA";1241;2007;53;
"CRISTIANO MATHEUS";"MATHEUS";"cristiano matheus";"cristiano matheus";"CRISTIANO MATHEUS";"PMDB    ";"AL";1806;2007;53;
"CUSTÓDIO MATTOS";"MATTOS";"custódio mattos";"custodio mattos";"CUSTODIO MATTOS";"PSDB    ";"MG";1351;2007;53;
"DAGOBERTO";;"dagoberto";"dagoberto";"DAGOBERTO";"PDT     ";"MS";1807;2007;53;
"DANIEL FONTANA";"FONTANA";"daniel fontana";"daniel fontana";"DANIEL FONTANA";"PT      ";"RS";2026;2007;53;
"DJALMA BERGER";"BERGER";"djalma berger";"djalma berger";"DJALMA BERGER";"PSB     ";"SC";1811;2007;53;
"DR. BASEGIO";"BASEGIO";"dr. basegio";"dr. basegio";"DR. BASEGIO";"PDT     ";"RS";1968;2007;53;
"DR. NECHAR";"NECHAR";"dr. nechar";"dr. nechar";"DR. NECHAR";"PP      ";"SP";1813;2007;53;
"DR. PINOTTI";"PINOTTI";"dr. pinotti";"dr. pinotti";"DR. PINOTTI";"DEM     ";"SP";1073;2007;53;
"DR. TALMIR";"TALMIR";"dr. talmir";"dr. talmir";"DR. TALMIR";"PV      ";"SP";1814;2007;53;
"EDGAR MOURY";"MOURY";"edgar moury";"edgar moury";"EDGAR MOURY";"PMDB    ";"PE";1817;2007;53;
"EDIGAR MÃO BRANCA";"MÃO BRANCA";"edigar mão branca";"edigar mao branca";"EDIGAR MAO BRANCA";"PV      ";"BA";1976;2007;53;
"EDINHO MONTEMOR";"MONTEMOR";"edinho montemor";"edinho montemor";"EDINHO MONTEMOR";"PSB     ";"SP";1739;2007;53;
"EDIR OLIVEIRA";"OLIVEIRA";"edir oliveira";"edir oliveira";"EDIR OLIVEIRA";"PTB     ";"RS";1497;2007;53;
"EDMAR MOREIRA";"MOREIRA";"edmar moreira";"edmar moreira";"EDMAR MOREIRA";"PR      ";"MG";692;2007;53;
"EDMILSON VALENTIM";"VALENTIM";"edmilson valentim";"edmilson valentim";"EDMILSON VALENTIM";"PCdoB   ";"RJ";197;2007;53;
"EDSON DUARTE";"DUARTE";"edson duarte";"edson duarte";"EDSON DUARTE";"PV      ";"BA";1614;2007;53;
"EDUARDO AMORIM";"AMORIM";"eduardo amorim";"eduardo amorim";"EDUARDO AMORIM";"PSC     ";"SE";1821;2007;53;
"EDUARDO LOPES";"LOPES";"eduardo lopes";"eduardo lopes";"EDUARDO LOPES";"PRB     ";"RJ";1971;2007;53;
"EDUARDO MOURA";"MOURA";"eduardo moura";"eduardo moura";"EDUARDO MOURA";"PPS     ";"MT";1990;2007;53;
"EDUARDO VALVERDE";"VALVERDE";"eduardo valverde";"eduardo valverde";"EDUARDO VALVERDE";"PT      ";"RO";1629;2007;53;
"ELISMAR PRADO";"PRADO";"elismar prado";"elismar prado";"ELISMAR PRADO";"PT      ";"MG";1825;2007;53;
"ELIZEU AGUIAR";"AGUIAR";"elizeu aguiar";"elizeu aguiar";"ELIZEU AGUIAR";"PTB     ";"PI";1995;2007;53;
"EMILIA FERNANDES";"FERNANDES";"emilia fernandes";"emilia fernandes";"EMILIA FERNANDES";"PT      ";"RS";2003;2007;53;
"ENÉAS";;"enéas";"eneas";"ENEAS";"PR      ";"SP";1580;2007;53;
"ERNANDES AMORIM";"AMORIM";"ernandes amorim";"ernandes amorim";"ERNANDES AMORIM";"PTB     ";"RO";1826;2007;53;
"EUGÊNIO RABELO";"RABELO";"eugênio rabelo";"eugenio rabelo";"EUGENIO RABELO";"PP      ";"CE";1828;2007;53;
"EUNÍCIO OLIVEIRA";"OLIVEIRA";"eunício oliveira";"eunicio oliveira";"EUNICIO OLIVEIRA";"PMDB    ";"CE";1307;2007;53;
"EURIPEDES MIRANDA";"MIRANDA";"euripedes miranda";"euripedes miranda";"EURIPEDES MIRANDA";"PT      ";"RO";1023;2007;53;
"FÉLIX MENDONÇA";"MENDONÇA";"félix mendonça";"felix mendonca";"FELIX MENDONCA";"DEM     ";"BA";671;2007;53;
"FERNANDO CHIARELLI";"CHIARELLI";"fernando chiarelli";"fernando chiarelli";"FERNANDO CHIARELLI";"PDT     ";"SP";2006;2007;53;
"FERNANDO CHUCRE";"CHUCRE";"fernando chucre";"fernando chucre";"FERNANDO CHUCRE";"PSDB    ";"SP";1770;2007;53;
"FERNANDO CORUJA";"CORUJA";"fernando coruja";"fernando coruja";"FERNANDO CORUJA";"PPS     ";"SC";1445;2007;53;
"FERNANDO DE FABINHO";"FABINHO";"fernando de fabinho";"fernando de fabinho";"FERNANDO DE FABINHO";"DEM     ";"BA";1641;2007;53;
"FERNANDO DINIZ";"DINIZ";"fernando diniz";"fernando diniz";"FERNANDO DINIZ";"PMDB    ";"MG";694;2007;53;
"FERNANDO GABEIRA";"GABEIRA";"fernando gabeira";"fernando gabeira";"FERNANDO GABEIRA";"PV      ";"RJ";1032;2007;53;
"FERNANDO GONÇALVES";"GONÇALVES";"fernando gonçalves";"fernando goncalves";"FERNANDO GONCALVES";"PTB     ";"RJ";1028;2007;53;
"FERNANDO LOPES";"LOPES";"fernando lopes";"fernando lopes";"FERNANDO LOPES";"PMDB    ";"RJ";730;2007;53;
"FERNANDO MELO";"MELO";"fernando melo";"fernando melo";"FERNANDO MELO";"PT      ";"AC";1834;2007;53;
"FERNANDO NASCIMENTO";"NASCIMENTO";"fernando nascimento";"fernando nascimento";"FERNANDO NASCIMENTO";"PT      ";"PE";1996;2007;53;
"FLAVIO ANTUNES";"ANTUNES";"flavio antunes";"flavio antunes";"FLAVIO ANTUNES";"PSDB    ";"PB";2021;2007;53;
"FLÁVIO BEZERRA";"BEZERRA";"flávio bezerra";"flavio bezerra";"FLAVIO BEZERRA";"PRB     ";"CE";1837;2007;53;
"FLÁVIO DINO";"DINO";"flávio dino";"flavio dino";"FLAVIO DINO";"PCdoB   ";"MA";1838;2007;53;
"FRANCISCO RODRIGUES";"RODRIGUES";"francisco rodrigues";"francisco rodrigues";"FRANCISCO RODRIGUES";"DEM     ";"RR";558;2007;53;
"FRANCISCO ROSSI";"ROSSI";"francisco rossi";"francisco rossi";"FRANCISCO ROSSI";"PMDB    ";"SP";1965;2007;53;
"FRANCISCO TENORIO";"TENORIO";"francisco tenorio";"francisco tenorio";"FRANCISCO TENORIO";"PMN     ";"AL";1839;2007;53;
"FRANK AGUIAR";"AGUIAR";"frank aguiar";"frank aguiar";"FRANK AGUIAR";"PTB     ";"SP";1840;2007;53;
"FREDO JUNIOR";"JUNIOR";"fredo junior";"fredo junior";"FREDO JUNIOR";"PCdoB   ";"DF";2032;2007;53;
"FREIRE JÚNIOR";"JÚNIOR";"freire júnior";"freire junior";"FREIRE JUNIOR";"PSDB    ";"TO";496;2007;53;
"GEDDEL VIEIRA LIMA";"VIEIRA LIMA";"geddel vieira lima";"geddel vieira lima";"GEDDEL VIEIRA LIMA";"PMDB    ";"BA";673;2007;53;
"GERALDINHO";;"geraldinho";"geraldinho";"GERALDINHO";"PSOL    ";"RS";2011;2007;53;
"GERALDO PUDIM";"PUDIM";"geraldo pudim";"geraldo pudim";"GERALDO PUDIM";"PR      ";"RJ";1842;2007;53;
"GERMANO BONOW";"BONOW";"germano bonow";"germano bonow";"GERMANO BONOW";"DEM     ";"RS";1843;2007;53;
"GERÔNIMO DA ADEFAL";"ADEFAL";"gerônimo da adefal";"geronimo da adefal";"GERONIMO DA ADEFAL";"PFL     ";"AL";1844;2007;53;
"GERSON PERES";"PERES";"gerson peres";"gerson peres";"GERSON PERES";"PP      ";"PA";67;2007;53;
"GERVÁSIO SILVA";"SILVA";"gervásio silva";"gervasio silva";"GERVASIO SILVA";"PSDB    ";"SC";1446;2007;53;
"GISELA SEQUEIRA";"SEQUEIRA";"gisela sequeira";"gisela sequeira";"GISELA SEQUEIRA";"PSDB    ";"PA";2030;2007;53;
"GUILHERME MENEZES";"MENEZES";"guilherme menezes";"guilherme menezes";"GUILHERME MENEZES";"PT      ";"BA";1653;2007;53;
"GUSTAVO FRUET";"FRUET";"gustavo fruet";"gustavo fruet";"GUSTAVO FRUET";"PSDB    ";"PR";1437;2007;53;
"HUMBERTO SOUTO";"SOUTO";"humberto souto";"humberto souto";"HUMBERTO SOUTO";"PPS     ";"MG";202;2007;53;
"IARA BERNARDI";"BERNARDI";"iara bernardi";"iara bernardi";"IARA BERNARDI";"PT      ";"SP";1400;2007;53;
"IBSEN PINHEIRO";"PINHEIRO";"ibsen pinheiro";"ibsen pinheiro";"IBSEN PINHEIRO";"PMDB    ";"RS";427;2007;53;
"ILDERLEI CORDEIRO";"CORDEIRO";"ilderlei cordeiro";"ilderlei cordeiro";"ILDERLEI CORDEIRO";"PPS     ";"AC";1849;2007;53;
"INDIO DA COSTA";"COSTA";"indio da costa";"indio da costa";"INDIO DA COSTA";"DEM     ";"RJ";1850;2007;53;
"IRAN BARBOSA";"BARBOSA";"iran barbosa";"iran barbosa";"IRAN BARBOSA";"PT      ";"SE";1914;2007;53;
"ÍRIS SIMÕES";"SIMÕES";"íris simões";"iris simoes";"IRIS SIMOES";"PR      ";"PR";1438;2007;53;
"ITAMAR ROCHA";"ROCHA";"itamar rocha";"itamar rocha";"ITAMAR ROCHA";"PMDB    ";"RN";2027;2007;53;
"JACKSON BARRETO";"BARRETO";"jackson barreto";"jackson barreto";"JACKSON BARRETO";"PMDB    ";"SE";1665;2007;53;
"JADER BARBALHO";"BARBALHO";"jader barbalho";"jader barbalho";"JADER BARBALHO";"PMDB    ";"PA";1666;2007;53;
"JAIRO CARNEIRO";"CARNEIRO";"jairo carneiro";"jairo carneiro";"JAIRO CARNEIRO";"PP      ";"BA";153;2007;53;
"JERÔNIMO REIS";"REIS";"jerônimo reis";"jeronimo reis";"JERONIMO REIS";"DEM     ";"SE";664;2007;53;
"JOÃO ALMEIDA";"ALMEIDA";"joão almeida";"joao almeida";"JOAO ALMEIDA";"PSDB    ";"BA";676;2007;53;
"JOÃO BATISTA";"BATISTA";"joão batista";"joao batista";"JOAO BATISTA";"PMDB    ";"RO";2017;2007;53;
"JOÃO HERRMANN";"HERRMANN";"joão herrmann";"joao herrmann";"JOAO HERRMANN";"PDT     ";"SP";346;2007;53;
"JOÃO MATOS";"MATOS";"joão matos";"joao matos";"JOAO MATOS";"PMDB    ";"SC";1059;2007;53;
"JOÃO OLIVEIRA";"OLIVEIRA";"joão oliveira";"joao oliveira";"JOAO OLIVEIRA";"DEM     ";"TO";1858;2007;53;
"JOFRAN FREJAT";"FREJAT";"jofran frejat";"jofran frejat";"JOFRAN FREJAT";"PR      ";"DF";362;2007;53;
"JORGE ALBERTO";"ALBERTO";"jorge alberto";"jorge alberto";"JORGE ALBERTO";"PMDB    ";"SE";1337;2007;53;
"JORGE KHOURY";"KHOURY";"jorge khoury";"jorge khoury";"JORGE KHOURY";"DEM     ";"BA";677;2007;53;
"JORGINHO MALULY";"MALULY";"jorginho maluly";"jorginho maluly";"JORGINHO MALULY";"DEM     ";"SP";1967;2007;53;
"JOSÉ C. STANGARLINI";"STANGARLINI";"josé c. stangarlini";"jose c. stangarlini";"JOSE C. STANGARLINI";"PSDB    ";"SP";2007;2007;53;
"JOSÉ CARLOS ALELUIA";"ALELUIA";"josé carlos aleluia";"jose carlos aleluia";"JOSE CARLOS ALELUIA";"DEM     ";"BA";678;2007;53;
"JOSÉ CARLOS MACHADO";"MACHADO";"josé carlos machado";"jose carlos machado";"JOSE CARLOS MACHADO";"DEM     ";"SE";1592;2007;53;
"JOSÉ CARLOS VIEIRA";"VIEIRA";"josé carlos vieira";"jose carlos vieira";"JOSE CARLOS VIEIRA";"PR      ";"SC";1079;2007;53;
"JOSÉ EDMAR";;"josé edmar";"jose edmar";"JOSE EDMAR";"PR      ";"DF";1993;2007;53;
"JOSÉ EDUARDO CARDOZO";"CARDOZO";"josé eduardo cardozo";"jose eduardo cardozo";"JOSE EDUARDO CARDOZO";"PT      ";"SP";1566;2007;53;
"JOSÉ FERNANDO APARECIDO DE OLIVEIRA";"APARECIDO DE OLIVEIRA";"josé fernando aparecido de oliveira";"jose fernando aparecido de oliveira";"JOSE FERNANDO APARECIDO DE OLIVEIRA";"PV      ";"MG";1959;2007;53;
"JOSÉ GENOÍNO";"GENOÍNO";"josé genoíno";"jose genoino";"JOSE GENOINO";"PT      ";"SP";348;2007;53;
"JOSÉ MAIA FILHO";"MAIA FILHO";"josé maia filho";"jose maia filho";"JOSE MAIA FILHO";"DEM     ";"PI";1994;2007;53;
"JOSÉ MENDONÇA BEZERRA";"MENDONÇA BEZERRA";"josé mendonça bezerra";"jose mendonca bezerra";"JOSE MENDONCA BEZERRA";"DEM     ";"PE";12;2007;53;
"JOSÉ MÚCIO MONTEIRO";"MÚCIO MONTEIRO";"josé múcio monteiro";"jose mucio monteiro";"JOSE MUCIO MONTEIRO";"PTB     ";"PE";648;2007;53;
"JOSÉ PAULO TÓFFANO";"TÓFFANO";"josé paulo tóffano";"jose paulo toffano";"JOSE PAULO TOFFANO";"PV      ";"SP";1862;2007;53;
